row,col,baseline,noise_width,timestamp,chip_name,chip_address,batch_name,batch_id,batch_started_at,save_notes
0,0,0,0,2026-04-10T17:04:44.406399+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,1,0,0,2026-04-10T17:04:45.083459+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,2,0,0,2026-04-10T17:04:45.768888+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,3,0,0,2026-04-10T17:04:46.446001+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,4,0,0,2026-04-10T17:04:47.158800+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,5,0,0,2026-04-10T17:04:47.857953+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,6,0,0,2026-04-10T17:04:48.543725+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,7,0,0,2026-04-10T17:04:49.232363+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,8,0,0,2026-04-10T17:04:49.938370+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,9,0,0,2026-04-10T17:04:50.633822+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,10,0,0,2026-04-10T17:04:51.330282+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,11,0,0,2026-04-10T17:04:52.016718+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,12,0,0,2026-04-10T17:04:52.692137+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,13,0,0,2026-04-10T17:04:53.368483+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,14,0,0,2026-04-10T17:04:54.042528+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
0,15,0,0,2026-04-10T17:04:54.756291+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,0,0,0,2026-04-10T17:04:55.458991+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,1,0,0,2026-04-10T17:04:56.151108+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,2,0,0,2026-04-10T17:04:56.827392+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,3,0,0,2026-04-10T17:04:57.502321+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,4,0,0,2026-04-10T17:04:58.197185+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,5,0,0,2026-04-10T17:04:58.895427+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,6,0,0,2026-04-10T17:04:59.582601+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,7,0,0,2026-04-10T17:05:00.271882+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,8,0,0,2026-04-10T17:05:00.950217+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,9,0,0,2026-04-10T17:05:01.642622+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,10,0,0,2026-04-10T17:05:02.352488+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,11,0,0,2026-04-10T17:05:03.047315+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,12,0,0,2026-04-10T17:05:03.728558+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,13,0,0,2026-04-10T17:05:04.409790+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
1,14,0,0,2026-04-10T17:05:05.092750+09:00,chip_name,96,zzz,20260410_170124_zzz,2026-04-10T17:01:24.745140+09:00,zzz
